business_variant,case,completed_action_questions,duty_accuracy,duty_accuracy_reason,estimated_routes,execution_id,fault,fixture_id,new_model_calls,new_tokens,observation_bytes,observation_changed_by_fault,proven_notice_then_use,rejected_evidence,source_identity,topology,undetermined,verified_routes,view,workflow_id
business-1,active,16,,no_independent_historical_duty_labels,"{'matched': 22, 'expected': 22, 'predicted': 22, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",505325ef53740e6c4d8372e3c98e1a11adcbce9718ad2c28b320afb99727a26d,missing_link,final-v1:long_chain_fork:active:business-1,0,0,727069,True,0,0,"{'matched': 4, 'expected': 4, 'predicted': 4, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",long_chain_fork,16,"{'matched': 22, 'expected': 22, 'predicted': 22, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",full,w0014
business-1,active,16,,no_independent_historical_duty_labels,"{'matched': 22, 'expected': 22, 'predicted': 22, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",505325ef53740e6c4d8372e3c98e1a11adcbce9718ad2c28b320afb99727a26d,tampered_receipt,final-v1:long_chain_fork:active:business-1,0,0,736668,True,0,1,"{'matched': 4, 'expected': 4, 'predicted': 4, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",long_chain_fork,16,"{'matched': 21, 'expected': 22, 'predicted': 21, 'false_positive': 0, 'recall': 0.9545454545454546, 'precision': 1.0}",full,w0014
business-0,tampered_handoff,15,,no_independent_historical_duty_labels,"{'matched': 20, 'expected': 20, 'predicted': 20, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",73a016ae112f07f35cef18b70cc709663b1ea8045307628ab1c034c9e57708f9,none,final-v1:long_chain_fork:tampered_handoff:business-0,0,0,690266,False,0,3,"{'matched': 4, 'expected': 4, 'predicted': 4, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",long_chain_fork,15,"{'matched': 20, 'expected': 20, 'predicted': 20, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",full,w0019
business-0,tampered_handoff,15,,no_independent_historical_duty_labels,"{'matched': 20, 'expected': 20, 'predicted': 20, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",73a016ae112f07f35cef18b70cc709663b1ea8045307628ab1c034c9e57708f9,none,final-v1:long_chain_fork:tampered_handoff:business-0,0,0,4594,False,0,0,"{'matched': 0, 'expected': 4, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",long_chain_fork,15,"{'matched': 0, 'expected': 20, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",ordinary_logs,w0019
business-0,tampered_handoff,15,,no_independent_historical_duty_labels,"{'matched': 20, 'expected': 20, 'predicted': 20, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",73a016ae112f07f35cef18b70cc709663b1ea8045307628ab1c034c9e57708f9,none,final-v1:long_chain_fork:tampered_handoff:business-0,0,0,652036,False,0,3,"{'matched': 4, 'expected': 4, 'predicted': 4, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",long_chain_fork,15,"{'matched': 0, 'expected': 20, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",no_receipts,w0019
business-0,tampered_handoff,15,,no_independent_historical_duty_labels,"{'matched': 0, 'expected': 20, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",73a016ae112f07f35cef18b70cc709663b1ea8045307628ab1c034c9e57708f9,none,final-v1:long_chain_fork:tampered_handoff:business-0,0,0,1817,False,0,0,"{'matched': 0, 'expected': 4, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",long_chain_fork,15,"{'matched': 0, 'expected': 20, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",opaque_relay,w0019
business-0,tampered_handoff,15,,no_independent_historical_duty_labels,"{'matched': 20, 'expected': 20, 'predicted': 20, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",73a016ae112f07f35cef18b70cc709663b1ea8045307628ab1c034c9e57708f9,missing_link,final-v1:long_chain_fork:tampered_handoff:business-0,0,0,680520,True,0,3,"{'matched': 4, 'expected': 4, 'predicted': 4, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",long_chain_fork,15,"{'matched': 20, 'expected': 20, 'predicted': 20, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",full,w0019
business-0,tampered_handoff,15,,no_independent_historical_duty_labels,"{'matched': 20, 'expected': 20, 'predicted': 20, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",73a016ae112f07f35cef18b70cc709663b1ea8045307628ab1c034c9e57708f9,tampered_receipt,final-v1:long_chain_fork:tampered_handoff:business-0,0,0,689617,True,0,4,"{'matched': 4, 'expected': 4, 'predicted': 4, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",long_chain_fork,15,"{'matched': 19, 'expected': 20, 'predicted': 19, 'false_positive': 0, 'recall': 0.95, 'precision': 1.0}",full,w0019
business-1,tampered_handoff,15,,no_independent_historical_duty_labels,"{'matched': 20, 'expected': 20, 'predicted': 20, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",cdc8f905ff5702b56fa819083880b3da369153731c6ed451d923a0719200011c,none,final-v1:long_chain_fork:tampered_handoff:business-1,0,0,704651,False,0,3,"{'matched': 4, 'expected': 4, 'predicted': 4, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",long_chain_fork,15,"{'matched': 20, 'expected': 20, 'predicted': 20, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",full,w0029
business-1,tampered_handoff,15,,no_independent_historical_duty_labels,"{'matched': 20, 'expected': 20, 'predicted': 20, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",cdc8f905ff5702b56fa819083880b3da369153731c6ed451d923a0719200011c,none,final-v1:long_chain_fork:tampered_handoff:business-1,0,0,4594,False,0,0,"{'matched': 0, 'expected': 4, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",long_chain_fork,15,"{'matched': 0, 'expected': 20, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",ordinary_logs,w0029
business-1,tampered_handoff,15,,no_independent_historical_duty_labels,"{'matched': 20, 'expected': 20, 'predicted': 20, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",cdc8f905ff5702b56fa819083880b3da369153731c6ed451d923a0719200011c,none,final-v1:long_chain_fork:tampered_handoff:business-1,0,0,666421,False,0,3,"{'matched': 4, 'expected': 4, 'predicted': 4, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",long_chain_fork,15,"{'matched': 0, 'expected': 20, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",no_receipts,w0029
business-1,tampered_handoff,15,,no_independent_historical_duty_labels,"{'matched': 0, 'expected': 20, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",cdc8f905ff5702b56fa819083880b3da369153731c6ed451d923a0719200011c,none,final-v1:long_chain_fork:tampered_handoff:business-1,0,0,1817,False,0,0,"{'matched': 0, 'expected': 4, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",long_chain_fork,15,"{'matched': 0, 'expected': 20, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",opaque_relay,w0029
business-1,tampered_handoff,15,,no_independent_historical_duty_labels,"{'matched': 20, 'expected': 20, 'predicted': 20, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",cdc8f905ff5702b56fa819083880b3da369153731c6ed451d923a0719200011c,missing_link,final-v1:long_chain_fork:tampered_handoff:business-1,0,0,693587,True,0,3,"{'matched': 4, 'expected': 4, 'predicted': 4, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",long_chain_fork,15,"{'matched': 20, 'expected': 20, 'predicted': 20, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",full,w0029
business-1,tampered_handoff,15,,no_independent_historical_duty_labels,"{'matched': 20, 'expected': 20, 'predicted': 20, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",cdc8f905ff5702b56fa819083880b3da369153731c6ed451d923a0719200011c,tampered_receipt,final-v1:long_chain_fork:tampered_handoff:business-1,0,0,704002,True,0,4,"{'matched': 4, 'expected': 4, 'predicted': 4, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",long_chain_fork,15,"{'matched': 19, 'expected': 20, 'predicted': 19, 'false_positive': 0, 'recall': 0.95, 'precision': 1.0}",full,w0029
business-0,root_retraction,7,,no_independent_historical_duty_labels,"{'matched': 15, 'expected': 15, 'predicted': 15, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",b606da88782939a009f0f4096c1193de8307cb22e2bec705bea59c718418c9ff,none,final-v1:long_chain_fork:root_retraction:business-0,0,0,568162,False,0,0,"{'matched': 4, 'expected': 4, 'predicted': 4, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",long_chain_fork,7,"{'matched': 15, 'expected': 15, 'predicted': 15, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",full,w0034
business-0,root_retraction,7,,no_independent_historical_duty_labels,"{'matched': 15, 'expected': 15, 'predicted': 15, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",b606da88782939a009f0f4096c1193de8307cb22e2bec705bea59c718418c9ff,none,final-v1:long_chain_fork:root_retraction:business-0,0,0,3514,False,0,0,"{'matched': 0, 'expected': 4, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",long_chain_fork,7,"{'matched': 0, 'expected': 15, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",ordinary_logs,w0034
business-0,root_retraction,7,,no_independent_historical_duty_labels,"{'matched': 15, 'expected': 15, 'predicted': 15, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",b606da88782939a009f0f4096c1193de8307cb22e2bec705bea59c718418c9ff,none,final-v1:long_chain_fork:root_retraction:business-0,0,0,539531,False,0,0,"{'matched': 4, 'expected': 4, 'predicted': 4, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",long_chain_fork,7,"{'matched': 0, 'expected': 15, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",no_receipts,w0034
business-0,root_retraction,7,,no_independent_historical_duty_labels,"{'matched': 0, 'expected': 15, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",b606da88782939a009f0f4096c1193de8307cb22e2bec705bea59c718418c9ff,none,final-v1:long_chain_fork:root_retraction:business-0,0,0,1280,False,0,0,"{'matched': 0, 'expected': 4, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",long_chain_fork,7,"{'matched': 0, 'expected': 15, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",opaque_relay,w0034
business-0,root_retraction,7,,no_independent_historical_duty_labels,"{'matched': 15, 'expected': 15, 'predicted': 15, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",b606da88782939a009f0f4096c1193de8307cb22e2bec705bea59c718418c9ff,missing_link,final-v1:long_chain_fork:root_retraction:business-0,0,0,557077,True,0,0,"{'matched': 4, 'expected': 4, 'predicted': 4, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",long_chain_fork,7,"{'matched': 15, 'expected': 15, 'predicted': 15, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",full,w0034
business-0,root_retraction,7,,no_independent_historical_duty_labels,"{'matched': 15, 'expected': 15, 'predicted': 15, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",b606da88782939a009f0f4096c1193de8307cb22e2bec705bea59c718418c9ff,tampered_receipt,final-v1:long_chain_fork:root_retraction:business-0,0,0,567514,True,0,1,"{'matched': 4, 'expected': 4, 'predicted': 4, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",long_chain_fork,7,"{'matched': 14, 'expected': 15, 'predicted': 14, 'false_positive': 0, 'recall': 0.9333333333333333, 'precision': 1.0}",full,w0034
business-1,root_retraction,8,,no_independent_historical_duty_labels,"{'matched': 16, 'expected': 16, 'predicted': 16, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",853831760801762798cf380c2bba58731657048f3e4f28e16c56151c7baf6fdd,none,final-v1:long_chain_fork:root_retraction:business-1,0,0,554996,False,0,0,"{'matched': 4, 'expected': 4, 'predicted': 4, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",long_chain_fork,8,"{'matched': 16, 'expected': 16, 'predicted': 16, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",full,w0044
business-1,root_retraction,8,,no_independent_historical_duty_labels,"{'matched': 16, 'expected': 16, 'predicted': 16, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",853831760801762798cf380c2bba58731657048f3e4f28e16c56151c7baf6fdd,none,final-v1:long_chain_fork:root_retraction:business-1,0,0,3706,False,0,0,"{'matched': 0, 'expected': 4, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",long_chain_fork,8,"{'matched': 0, 'expected': 16, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",ordinary_logs,w0044
business-1,root_retraction,8,,no_independent_historical_duty_labels,"{'matched': 16, 'expected': 16, 'predicted': 16, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",853831760801762798cf380c2bba58731657048f3e4f28e16c56151c7baf6fdd,none,final-v1:long_chain_fork:root_retraction:business-1,0,0,524447,False,0,0,"{'matched': 4, 'expected': 4, 'predicted': 4, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",long_chain_fork,8,"{'matched': 0, 'expected': 16, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",no_receipts,w0044
business-1,root_retraction,8,,no_independent_historical_duty_labels,"{'matched': 0, 'expected': 16, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",853831760801762798cf380c2bba58731657048f3e4f28e16c56151c7baf6fdd,none,final-v1:long_chain_fork:root_retraction:business-1,0,0,1347,False,0,0,"{'matched': 0, 'expected': 4, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",long_chain_fork,8,"{'matched': 0, 'expected': 16, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",opaque_relay,w0044
business-1,root_retraction,8,,no_independent_historical_duty_labels,"{'matched': 16, 'expected': 16, 'predicted': 16, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",853831760801762798cf380c2bba58731657048f3e4f28e16c56151c7baf6fdd,missing_link,final-v1:long_chain_fork:root_retraction:business-1,0,0,546529,True,0,0,"{'matched': 4, 'expected': 4, 'predicted': 4, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",long_chain_fork,8,"{'matched': 16, 'expected': 16, 'predicted': 16, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",full,w0044
business-1,root_retraction,8,,no_independent_historical_duty_labels,"{'matched': 16, 'expected': 16, 'predicted': 16, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",853831760801762798cf380c2bba58731657048f3e4f28e16c56151c7baf6fdd,tampered_receipt,final-v1:long_chain_fork:root_retraction:business-1,0,0,554348,True,0,1,"{'matched': 4, 'expected': 4, 'predicted': 4, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",long_chain_fork,8,"{'matched': 15, 'expected': 16, 'predicted': 15, 'false_positive': 0, 'recall': 0.9375, 'precision': 1.0}",full,w0044
business-0,intermediate_retraction,7,,no_independent_historical_duty_labels,"{'matched': 15, 'expected': 15, 'predicted': 15, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",8e1074acd2ca50b7b0b9eb510428cfc3e405dd96108f970d827131b348a76af3,none,final-v1:long_chain_fork:intermediate_retraction:business-0,0,0,438096,False,0,0,"{'matched': 4, 'expected': 4, 'predicted': 4, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",long_chain_fork,7,"{'matched': 15, 'expected': 15, 'predicted': 15, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",full,w0049
business-0,intermediate_retraction,7,,no_independent_historical_duty_labels,"{'matched': 15, 'expected': 15, 'predicted': 15, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",8e1074acd2ca50b7b0b9eb510428cfc3e405dd96108f970d827131b348a76af3,none,final-v1:long_chain_fork:intermediate_retraction:business-0,0,0,3520,False,0,0,"{'matched': 0, 'expected': 4, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",long_chain_fork,7,"{'matched': 0, 'expected': 15, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",ordinary_logs,w0049
business-0,intermediate_retraction,7,,no_independent_historical_duty_labels,"{'matched': 15, 'expected': 15, 'predicted': 15, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",8e1074acd2ca50b7b0b9eb510428cfc3e405dd96108f970d827131b348a76af3,none,final-v1:long_chain_fork:intermediate_retraction:business-0,0,0,409111,False,0,0,"{'matched': 4, 'expected': 4, 'predicted': 4, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",long_chain_fork,7,"{'matched': 0, 'expected': 15, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",no_receipts,w0049
business-0,intermediate_retraction,7,,no_independent_historical_duty_labels,"{'matched': 0, 'expected': 15, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",8e1074acd2ca50b7b0b9eb510428cfc3e405dd96108f970d827131b348a76af3,none,final-v1:long_chain_fork:intermediate_retraction:business-0,0,0,1288,False,0,0,"{'matched': 0, 'expected': 4, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",long_chain_fork,7,"{'matched': 0, 'expected': 15, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",opaque_relay,w0049
business-0,intermediate_retraction,7,,no_independent_historical_duty_labels,"{'matched': 15, 'expected': 15, 'predicted': 15, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",8e1074acd2ca50b7b0b9eb510428cfc3e405dd96108f970d827131b348a76af3,missing_link,final-v1:long_chain_fork:intermediate_retraction:business-0,0,0,430176,True,0,0,"{'matched': 4, 'expected': 4, 'predicted': 4, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",long_chain_fork,7,"{'matched': 15, 'expected': 15, 'predicted': 15, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",full,w0049
business-0,intermediate_retraction,7,,no_independent_historical_duty_labels,"{'matched': 15, 'expected': 15, 'predicted': 15, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",8e1074acd2ca50b7b0b9eb510428cfc3e405dd96108f970d827131b348a76af3,tampered_receipt,final-v1:long_chain_fork:intermediate_retraction:business-0,0,0,437440,True,0,1,"{'matched': 4, 'expected': 4, 'predicted': 4, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",long_chain_fork,7,"{'matched': 14, 'expected': 15, 'predicted': 14, 'false_positive': 0, 'recall': 0.9333333333333333, 'precision': 1.0}",full,w0049
business-1,intermediate_retraction,7,,no_independent_historical_duty_labels,"{'matched': 15, 'expected': 15, 'predicted': 15, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",a5e42dd925a9702a3c9282407c74ddf57226fa68697a9e8f6a11ff0677dd0a45,none,final-v1:long_chain_fork:intermediate_retraction:business-1,0,0,478433,False,0,0,"{'matched': 4, 'expected': 4, 'predicted': 4, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",long_chain_fork,7,"{'matched': 15, 'expected': 15, 'predicted': 15, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",full,w0059
business-1,intermediate_retraction,7,,no_independent_historical_duty_labels,"{'matched': 15, 'expected': 15, 'predicted': 15, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",a5e42dd925a9702a3c9282407c74ddf57226fa68697a9e8f6a11ff0677dd0a45,none,final-v1:long_chain_fork:intermediate_retraction:business-1,0,0,3520,False,0,0,"{'matched': 0, 'expected': 4, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",long_chain_fork,7,"{'matched': 0, 'expected': 15, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",ordinary_logs,w0059
business-1,intermediate_retraction,7,,no_independent_historical_duty_labels,"{'matched': 15, 'expected': 15, 'predicted': 15, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",a5e42dd925a9702a3c9282407c74ddf57226fa68697a9e8f6a11ff0677dd0a45,none,final-v1:long_chain_fork:intermediate_retraction:business-1,0,0,449448,False,0,0,"{'matched': 4, 'expected': 4, 'predicted': 4, 'false_positive': 0, 'recall': 1.0, 'precision': 1.0}",long_chain_fork,7,"{'matched': 0, 'expected': 15, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",no_receipts,w0059
business-1,intermediate_retraction,7,,no_independent_historical_duty_labels,"{'matched': 0, 'expected': 15, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",a5e42dd925a9702a3c9282407c74ddf57226fa68697a9e8f6a11ff0677dd0a45,none,final-v1:long_chain_fork:intermediate_retraction:business-1,0,0,1288,False,0,0,"{'matched': 0, 'expected': 4, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",long_chain_fork,7,"{'matched': 0, 'expected': 15, 'predicted': 0, 'false_positive': 0, 'recall': 0.0, 'precision': None}",opaque_relay,w0059
